Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,Usage start date,Usage end date,Rate,Amount
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud SQL,9662-B51E-5089,Cloud SQL: Backups in Mumbai,D737-A9D2-80AB,0.209,gibibyte month,1-Jan-24,31-Jan-24,0.096,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Vertex AI,C7E2-9256-1C43,Metadata storage,AEEB-1CC1-1A3A,0.002,GB months,1-Jan-24,31-Jan-24,0.1,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Functions,29E7-DA93-CA13,Memory Time (tier 2),4087-EEAC-2EA6,"6,317.90",gibibyte second,1-Jan-24,31-Jan-24,0.0000035,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Secret Manager,EE82-7A5E-871C,Secret access operations,EBA7-264F-2D2C,"1,463",count,1-Jan-24,31-Jan-24,0.03,43.9
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,"7,378",count,1-Jan-24,31-Jan-24,0.0004,3.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Functions,29E7-DA93-CA13,CPU Allocation Time (2nd Gen) in asia-south1,565D-710B-A24A,55.7,vCPU-second,1-Jan-24,31-Jan-24,0.0000336,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Functions,29E7-DA93-CA13,Invocations,8E10-82EB-6917,"3,716",invocations,1-Jan-24,31-Jan-24,0.0000004,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,BigQuery,24E6-581D-38E5,Analysis (asia-south1),B898-EB89-E9CA,0,tebibyte,1-Jan-24,31-Jan-24,0.5,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Functions,29E7-DA93-CA13,Memory Allocation Time (2nd Gen) in asia-south1,D5CB-0E6B-D52F,45.15,GiB-second,1-Jan-24,31-Jan-24,0.0000035,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,2,count,1-Jan-24,31-Jan-24,0.005,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Mumbai,2717-BEFE-3773,0,gibibyte month,1-Jan-24,31-Jan-24,0.023,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Artifact Registry,149C-F9EC-3994,Artifact Registry Network Intra Region Egress,546B-E8F2-6FF5,0.121,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,BigQuery,24E6-581D-38E5,Long Term Logical Storage,993F-6B6B-DCC4,0,gibibyte month,1-Jan-24,31-Jan-24,0.01,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Functions,29E7-DA93-CA13,Invocations (2nd Gen),92DF-0F0E-630F,2,Requests,1-Jan-24,31-Jan-24,0.0000004,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Functions,29E7-DA93-CA13,Network Data Transfer Out from asia-south1,F965-06BF-7C22,0.001,gibibyte,1-Jan-24,31-Jan-24,0.12,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,4.613,gibibyte,1-Jan-24,31-Jan-24,0.5,2.3
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Americas to Americas,123C-0EFC-B7C8,0.02,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS - PCID Whitelisted (RAM cost),3D41-4308-45C0,"1,434.86",gibibyte hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Network HTTP Load Balancing Data Transfer Out to Load Balancer,6C67-1253-BB04,0.181,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Network HTTP Load Balancing Data Transfer In from Load Balancer,761A-BA86-D467,0.202,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Americas to Americas,92CB-C25F-B1D1,0.018,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Licensing Fee for Shielded COS (RAM cost),B0B5-6E19-13AE,"1,434.86",gibibyte hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),ECCC-9EE4-AEE4,"1,485.66",hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (RAM cost),F239-15CB-5B98,"1,485.66",gibibyte hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,Licensing Fee for Container-Optimized OS from Google (CPU cost),FA27-F4A0-3EE3,371.415,hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Build,8B5D-EF7D-EB12,Build time e2-standard-2,A464-9020-6404,2.467,minutes of build time,1-Jan-24,31-Jan-24,0.006,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Storage,95FF-2EF5-5EA1,Download APAC,1F8B-71B0-3D1B,0,gibibyte,1-Jan-24,31-Jan-24,0.12,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Storage,95FF-2EF5-5EA1,Upload,8AE5-72D6-F604,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Cloud Storage,95FF-2EF5-5EA1,Standard Storage US Regional,E5F0-6A5D-7BAD,0.476,gibibyte month,1-Jan-24,31-Jan-24,0.02,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Source Repository,CAE2-A537-4A95,Storage,978B-7150-4C95,0.001,gibibyte month,1-Jan-24,31-Jan-24,0.1,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,"1,487",count,1-Jan-24,31-Jan-24,0.0011,1.6
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,"1,488",count,1-Jan-24,31-Jan-24,0.0008,1.2
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,"1,488",count,1-Jan-24,31-Jan-24,0.0011,1.6
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,App Engine,F17B-412E-CB64,Out Bandwidth,37F0-8E44-4CAA,0.008,gibibyte,1-Jan-24,31-Jan-24,0.12,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,App Engine,F17B-412E-CB64,Frontend Instances,E2EB-F679-D108,91.336,hour,1-Jan-24,31-Jan-24,0.05,4.6
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,E2 Instance Ram running with free tier discount,2E72-F977-86B9,"1,485.66",gibibyte hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-advancedanalytics,pvr-advancedanalytics,PVRCINEMAS.COM/Folder/pvr-advancedanalytics,Compute Engine,6F81-5844-456A,E2 Instance Core running free tier discount,168E-35F8-9C79,"1,485.66",hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,BigQuery,24E6-581D-38E5,Analysis (asia-south1),B898-EB89-E9CA,140.092,tebibyte,1-Jan-24,31-Jan-24,0.5,70.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,E2 Instance Core running in Mumbai,DFC1-04D4-B4A1,"2,971.32",hour,1-Jan-24,31-Jan-24,0.0261993,77.8
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - vCPU in Mumbai,FD1C-BF76-E3AA,744,hour,1-Jan-24,31-Jan-24,0.0496,36.9
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,SSD backed PD Capacity in Mumbai,FF66-41CB-DE90,149.955,gibibyte month,1-Jan-24,31-Jan-24,0.204,30.6
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - RAM in Mumbai,EAF1-CE88-2F23,"2,790",gibibyte hour,1-Jan-24,31-Jan-24,0.0084,23.4
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Cloud Load Balancer Forwarding Rule Minimum Global,DEE3-C42E-3E4D,742.83,hour,1-Jan-24,31-Jan-24,0.025,18.6
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,E2 Instance Ram running in Mumbai,90AB-A7A8-F873,"5,942.64",gibibyte hour,1-Jan-24,31-Jan-24,0.00351072,20.9
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud Monitoring,58CD-E7C3-72CA,Metric Volume,A924-09D0-8854,70.103,mebibyte,1-Jan-24,31-Jan-24,0.258,18.1
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Networking Cloud Nat Gateway Uptime,32E2-4EFC-EF9F,"1,487.55",hour,1-Jan-24,31-Jan-24,0.0014,2.1
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud SQL,9662-B51E-5089,Cloud SQL for MySQL: Zonal - Low cost storage in Mumbai,CF19-C4C5-5FC8,10,gibibyte month,1-Jan-24,31-Jan-24,0.108,1.1
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Storage Machine Image in Mumbai,FB14-5D66-522F,7.473,gibibyte month,1-Jan-24,31-Jan-24,0.06,0.4
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Storage Machine Image in Asia,94B7-C7FA-15DA,6.957,gibibyte month,1-Jan-24,31-Jan-24,0.05,0.3
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to APAC,4F52-58E2-DAD9,2.347,gibibyte,1-Jan-24,31-Jan-24,0.12,0.3
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud Storage,95FF-2EF5-5EA1,Standard Storage Mumbai,2717-BEFE-3773,10.607,gibibyte month,1-Jan-24,31-Jan-24,0.023,0.2
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Networking Cloud Nat Data Processing,015F-5732-FFF0,1.279,gibibyte,1-Jan-24,31-Jan-24,0.045,0.1
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud SQL,9662-B51E-5089,Cloud SQL: Backups in Mumbai,D737-A9D2-80AB,0.328,gibibyte month,1-Jan-24,31-Jan-24,0.096,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Global External Application Load Balancer Inbound Data Processing for Mumbai (asia-south1),91F1-423B-CF42,1.361,gibibyte,1-Jan-24,31-Jan-24,0.01,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to Americas,1507-FFFF-0D8E,0.028,gibibyte,1-Jan-24,31-Jan-24,0.12,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class B Operations,7870-010B-2763,"5,974",count,1-Jan-24,31-Jan-24,0.0004,2.4
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to EMEA,09EF-5244-AB40,0.017,gibibyte,1-Jan-24,31-Jan-24,0.12,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud Storage,95FF-2EF5-5EA1,Regional Standard Class A Operations,4DBF-185F-A415,287,count,1-Jan-24,31-Jan-24,0.005,1.4
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to China,96B7-A85B-0114,0.002,gibibyte,1-Jan-24,31-Jan-24,0.23,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to EMEA,9E94-7951-1EB0,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer Out,DE9E-AFBC-A15A,0.002,gibibyte,1-Jan-24,31-Jan-24,0.01,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Zurich,EF7E-C80B-1514,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Americas,854C-EE0C-E780,0,gibibyte,1-Jan-24,31-Jan-24,0.08,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to London,F96D-CA9B-BFBC,0,gibibyte,1-Jan-24,31-Jan-24,0.08,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer Out from Mumbai to Australia,5708-C46F-8E73,0,gibibyte,1-Jan-24,31-Jan-24,0.19,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to APAC,8841-8861-1473,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Sao Paulo,CC66-C9C8-6AB4,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer Out from Mumbai to Netherlands,20B0-4B32-0E88,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud Logging,5490-F7B7-8DF6,Log Storage cost,143F-A1B0-E0BE,3.926,gibibyte,1-Jan-24,31-Jan-24,0.5,2.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,VM Manager,5E18-9A83-2867,VM Manager Usage,785A-57EB-25E2,"1,486",count,1-Jan-24,31-Jan-24,0.003,4.5
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Sao Paulo to Mumbai,0401-298D-CEFB,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Netherlands to Mumbai,0F61-B22D-8523,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Data Transfer In from Google Services from Mumbai to Mumbai,1141-8077-89C6,78.252,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Australia to Mumbai,116C-8020-953E,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer Out,14F9-7705-2FD4,0.46,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Zurich to Mumbai,196E-149B-3A5C,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from APAC to Mumbai,4131-F201-96BB,1.708,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from Americas to Mumbai,43B3-405D-43F5,0.015,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Data Transfer to Google Services from Mumbai to Mumbai,572E-4C84-6A07,33.221,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network HTTP Load Balancing Data Transfer Out to Load Balancer,6C67-1253-BB04,3.367,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network HTTP Load Balancing Data Transfer In from Load Balancer,761A-BA86-D467,2.237,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from EMEA to Mumbai,820F-DE2E-B791,0.659,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from APAC to Mumbai,9C1E-515B-B2EB,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Intra Zone Data Transfer In,9C76-A3FB-C60A,0.448,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Licensing Fee for CentOS 7 (RAM cost),9FB0-D8FF-0BAA,"5,942.64",gibibyte hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from London to Mumbai,9FD8-BACC-52FD,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from EMEA to Mumbai,A90E-15F0-26B6,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Licensing Fee for CentOS 7 (CPU cost),AD76-ABD5-1D96,"2,971.32",hour,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Zone Data Transfer In,D0CC-50DF-59D2,0.001,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Licensing Fee for CentOS 7 (CPU cost),D642-ABDF-9932,"1,485.66",hour,1-Jan-24,31-Jan-24,0,0.0
