Billing account name,Billing account ID,Project name,Project ID,Project hierarchy,Service description,Service ID,SKU description,SKU ID,Usage amount,Usage unit,Usage start date,Usage end date,Rate,Amount
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Internet Data Transfer In from China to Mumbai,DE06-808E-F261,0.045,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Compute Engine,6F81-5844-456A,Network Inter Region Data Transfer In from Americas to Mumbai,E5E8-7563-253A,0,gibibyte,1-Jan-24,31-Jan-24,0,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud Storage,95FF-2EF5-5EA1,Download APAC,1F8B-71B0-3D1B,2.65,gibibyte,1-Jan-24,31-Jan-24,0.12,0.3
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Cloud Storage,95FF-2EF5-5EA1,Download Worldwide Destinations (excluding Asia & Australia),22EB-AAE8-FBCD,0.006,gibibyte,1-Jan-24,31-Jan-24,0.12,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Networking Cloud NAT IP Usage,8515-9425-D2CE,743,hour,1-Jan-24,31-Jan-24,0.005,3.7
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Global External Application Load Balancer Outbound Data Processing for Mumbai (asia-south1),91CC-DEC4-4AC7,2.447,gibibyte,1-Jan-24,31-Jan-24,0.01,0.0
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Network Intelligence Center Network Analyzer Resource Hours,9BF8-CD36-F9B8,"1,486",count,1-Jan-24,31-Jan-24,0.0011,1.6
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Network Intelligence Center Internet to Google Cloud Performance Resource Hours,BDBA-22FA-3925,"1,488",count,1-Jan-24,31-Jan-24,0.0008,1.2
PVR - Searce,013D8E-95CC18-2E46E8,pvr-data-360app,pvr-data-360app,PVRCINEMAS.COM/Folder/pvr-data-360app,Networking,E505-1604-58F8,Network Intelligence Center Topology and Google Cloud Performance Resource Hours,D9AD-28F8-05D8,"1,488",count,1-Jan-24,31-Jan-24,0.0011,1.6
,,,,,,,,,,,,,,60560.0
